日期,沉睡保险箱结余,沉睡身上携带,活跃保险箱余额,活跃身上携带,游戏币发放,纯消耗,日活跃用户,月活跃用户数,日活跃/月活跃,登陆用户数,日ARPPU,日充值总额,日付费用户数,首付用户数,付费次数,日新增用户,累增用户,在线均值,在玩均值,最高在线,在玩峰值,玩牌人数,没玩牌人数,台费消耗,破产用户数,30日流失
2015/2/1,33509199 ,91715069 ,75285112 ,144190968 ,12010870 ,10739030 ,273633,1208187,0.23,241337,34.00,61685,1814,150,3703,5187,6526370,12903,7252,33423,14501,169941,273633,7502192200,14000,484842
2015/2/2,33551352 ,91826094 ,75104606 ,144030405 ,10173427 ,10555737 ,266170,1201088,0.22,232868,25.01,45950,1855,167,3622,5466,6531836,12776,7227,31873,13707,165996,266170,7869743120,13940,491110
2015/2/3,33710089 ,91933886 ,75316301 ,145099484 ,11797781 ,10719592 ,263994,1192915,0.22,233279,32.19,56353,1751,134,3532,5648,6537484,12808,7290,33451,14323,163441,263994,7690082800,13739,496554
2015/2/4,33859971 ,92110100 ,75871794 ,147527972 ,14251275 ,10636037 ,272156,1185782,0.23,239112,49.00,81591,1665,123,3442,4841,6542325,12325,6901,34491,14687,167328,272156,7660858960,13192,503106
2015/2/5,33958756 ,92325366 ,75621876 ,147979523 ,11374206 ,11138256 ,274758,1178374,0.23,242275,28.34,50362,1777,174,3459,3961,6546286,12812,7157,34587,13906,170786,274758,8072314060,13842,508197
2015/2/6,34043025 ,92430919 ,75496596 ,149396942 ,12994231 ,11656361 ,273585,1173244,0.23,240909,39.28,64896,1652,134,3362,3452,6549738,13199,7481,34815,14884,173562,273585,8689348850,13468,510325
2015/2/7,34170008 ,92529971 ,75974968 ,149301797 ,12925528 ,12307228 ,268261,1169130,0.23,235092,39.73,66751,1680,136,3462,5009,6554747,12541,7091,33481,14309,174044,268261,9130239910,13495,511365
2015/2/8,34277293 ,92659852 ,75907394 ,150485767 ,13707317 ,12055833 ,259689,1166155,0.22,227658,42.71,70435,1649,127,3545,4775,6559522,12310,6987,32351,14173,166440,259689,8346701290,13289,510526
2015/2/9,34371994 ,92729949 ,75753928 ,151784767 ,12381278 ,11152076 ,246912,1162442,0.21,208295,41.66,70742,1698,145,3607,5199,6564721,12099,6977,30434,13277,163930,246912,8523886210,13472,512732
2015/2/10,34464348 ,92792062 ,75549912 ,151078161 ,9805542 ,10598163 ,236789,1157742,0.2,207418,28.98,46884,1618,113,3329,5068,6569789,12022,6990,32270,13494,161460,236789,8105228550,13205,516187
2015/2/11,34514968 ,92962357 ,75995694 ,152385286 ,12872131 ,10933798 ,236353,1149147,0.21,204510,42.49,70834,1667,138,3482,3889,6573678,11637,6707,32907,14220,160280,236353,8128572350,12577,520600
2015/2/12,34603331 ,93125857 ,75444022 ,154268612 ,12751624 ,11108627 ,251469,1141318,0.22,219103,41.39,67299,1626,123,3519,3642,6577320,12452,7158,33689,14341,168468,251469,8261993880,13587,526988
2015/2/13,34814518 ,93354167 ,76150061 ,153479445 ,11925613 ,11376495 ,250250,1139502,0.22,217825,38.59,60587,1570,119,3308,3862,6581182,12230,7010,33325,14002,167705,250250,8481942570,13253,525422
2015/2/14,34963820 ,93605506 ,76568084 ,153307527 ,11076978 ,10930508 ,255495,1136387,0.22,224235,35.44,53731,1516,111,3246,3444,6584626,11747,6646,31654,13333,162481,255495,7825703070,12627,523867
2015/2/15,35030668 ,93782793 ,77108410 ,153836201 ,10174522 ,9335184 ,249678,1126959,0.22,218563,34.59,52156,1508,112,3023,3254,6587880,10988,6182,32197,13851,157787,249678,7064008340,11500,529053
2015/2/16,35188156 ,93951723 ,77374083 ,152578369 ,10543469 ,10375145 ,264603,1126191,0.23,233240,32.66,53173,1628,117,3372,4337,6592217,12248,6966,32084,13810,169332,264603,7761990120,13255,528434
2015/2/17,35223232 ,94105183 ,78107658 ,151535306 ,10573671 ,11430138 ,263684,1126002,0.23,233158,26.76,44105,1648,143,3345,4550,6596767,12489,7140,32278,13750,168438,263684,8017067620,13384,527462
2015/2/18,35321197 ,94301008 ,76858987 ,153555951 ,13762182 ,12254323 ,266018,1119904,0.24,233645,38.13,62970,1652,135,3391,3971,6600738,12273,6929,33701,14017,169073,266018,7895805330,12907,529471
2015/2/19,35419135 ,94512038 ,77240445 ,154884172 ,12194990 ,10918301 ,268986,1111963,0.24,236189,39.68,65585,1655,132,3410,4138,6604876,12403,7001,34096,14095,172937,268986,8273173920,12852,535002
2015/2/20,35636931 ,94792881 ,77841073 ,155115960 ,12881445 ,11600224 ,270761,1106957,0.24,238327,40.33,63736,1584,136,3279,4334,6609210,12816,7362,34072,14579,175513,270761,8221881480,14015,537056
2015/2/21,35878878 ,94932930 ,77709140 ,154335018 ,10521491 ,10962018 ,270393,1105955,0.24,238023,32.15,50042,1558,127,3059,3762,6612972,12719,7323,25012,13359,176773,270393,8251800670,13954,536752
2015/2/22,36027673 ,95111437 ,77393646 ,156498699 ,13890937 ,11531416 ,268834,1106972,0.24,236115,45.15,74182,1643,133,3528,3565,6616537,12442,7137,22930,12984,173119,268834,8269774170,13884,535105
2015/2/23,36082192 ,95381451 ,77344261 ,156675180 ,11204356 ,11119130 ,259366,1105618,0.23,228312,32.72,53850,1646,149,3380,4379,6620916,12175,7036,20795,11544,168987,259366,8115468730,13625,537553
2015/2/24,36232715 ,95553615 ,76785911 ,156674574 ,9810046 ,10249695 ,257778,1104325,0.23,228124,30.00,46070,1551,134,3052,3780,6624696,12155,7079,21032,11380,164313,257778,7943839510,13391,539374
2015/2/25,36412886 ,95701318 ,77220363 ,156681887 ,11902099 ,11481564 ,259629,1101351,0.24,228248,34.62,55532,1604,136,3285,3616,6628312,12442,7253,24274,12521,169217,259629,8272610130,13896,538851
2015/2/26,36455458 ,95877922 ,76793621 ,157452952 ,12396268 ,11386714 ,271183,1097371,0.25,237961,37.58,61148,1627,132,3289,3189,6631501,12486,7040,25635,13067,173083,271183,8320341630,13527,537793
2015/2/27,36652089 ,96129967 ,76493103 ,157593673 ,11212650 ,11179003 ,269881,1094677,0.25,237249,34.64,56634,1635,130,3433,3354,6634855,12493,7080,25665,12852,174409,269881,8857728140,13608,535432
2015/2/28,36741248 ,96300465 ,77156440 ,158238119 ,12837277 ,11510563 ,267906,1093595,0.24,235573,38.16,64083,1687,145,3566,3345,6638200,12538,7131,24177,12455,174718,267906,8219138070,13459,532470
2015/3/1,36843662 ,96485460 ,76368015 ,159899073 ,13591857 ,12262052 ,266328,1093062,0.24,233462,41.29,72338,1752,145,3666,3263,6641463,12358,7062,23074,12457,170029,266328,8634409230,13742,530128
2015/3/2,36894677 ,96706466 ,76494817 ,160487297 ,13197781 ,11680164 ,261590,1091396,0.24,229878,41.35,73243,1775,147,3725,3958,6645421,12302,7080,22841,11704,168170,261590,8757005660,13493,526570
2015/3/3,36992693 ,96875507 ,77050750 ,161650489 ,12667652 ,11599051 ,256018,1090453,0.23,224979,38.91,67710,1740,146,3835,4030,6649451,12508,7289,24056,12390,166445,256018,8938418080,13545,520537
2015/3/4,37410822 ,97311060 ,77095272 ,160419086 ,12184205 ,8157720 ,217697,1085797,0.2,197187,35.54,56531,1593,136,3495,3133,6652584,10304,5806,20197,12166,149868,217697,8383328220,6850,515743
2015/3/5,37487071 ,97464111 ,76138776 ,164027734 ,14138043 ,13405790 ,215699,1083740,0.2,183767,40.76,57923,1421,138,3410,3347,6655931,11372,6517,23723,11533,146339,215699,9126661960,8034,510018
2015/3/6,37515315 ,97674181 ,75927057 ,165727526 ,13597198 ,11116756 ,191631,1081783,0.18,160001,49.76,69220,1394,129,3364,3169,6659100,10620,6191,23527,11581,139368,191631,8694258480,12428,504803
2015/3/7,37580177 ,97819939 ,75393822 ,166053560 ,10953462 ,10411786 ,195996,1081547,0.18,165002,34.27,46401,1354,136,3040,3032,6662132,10481,6070,26600,12088,142012,195996,8201227430,11421,499506
2015/3/8,37628842 ,97887152 ,75436927 ,167709149 ,13872116 ,11827379 ,263243,1082545,0.24,229398,44.10,62053,1407,125,3210,3476,6665608,12015,6699,25220,12315,162538,263243,8795127290,11898,495075
2015/3/9,37647254 ,97935228 ,75341269 ,169265726 ,14923513 ,12459381 ,260430,1084254,0.24,226733,47.43,62266,1315,119,3194,3556,6669164,12312,6930,24495,11973,164804,260430,9230470160,11802,491442
2015/3/10,37741265 ,98057829 ,76102057 ,170146056 ,12932347 ,11993466 ,262892,1087202,0.24,230513,37.94,53327,1407,143,3218,3599,6672763,12388,7012,25582,12519,166272,262892,9158212100,12505,488971
2015/3/11,37807516 ,98202853 ,76503986 ,171274792 ,12963540 ,11206729 ,268031,1088844,0.25,233463,43.78,60730,1387,113,3273,3492,6676255,12045,6588,25240,11712,158145,268031,7896700690,11794,485167
2015/3/12,37891802 ,98333307 ,76582425 ,171906697 ,12609571 ,11081827 ,274738,1093204,0.25,241288,41.90,59789,1427,150,3289,3722,6679977,12278,6837,26886,13040,159777,274738,8181982320,12592,480582
2015/3/13,37948896 ,98397254 ,75839659 ,173187973 ,13043696 ,13186871 ,271784,1100031,0.25,236414,38.13,54721,1431,114,3304,3950,6683927,12480,7092,26284,13267,161908,271784,9271384280,13437,472108
2015/3/14,37957237 ,98436297 ,75638553 ,173231633 ,12231489 ,12136851 ,281622,1109181,0.25,248347,34.30,51927,1522,171,3497,4014,6687941,12604,7156,26242,13126,164276,281622,9548945960,13622,464240
2015/3/15,38130225 ,98435520 ,75404647 ,174557871 ,14935556 ,13040020 ,277129,1118458,0.25,243427,45.70,73861,1634,239,3850,4107,6692048,12379,6973,25854,13147,160429,277129,9724272640,13153,460935
2015/3/16,38174636 ,98493390 ,75562464 ,175023472 ,12802238 ,12767715 ,267358,1127177,0.24,233673,34.49,55400,1623,223,3708,4497,6696545,12251,6998,24468,12399,169317,267358,9980594430,13182,457230
2015/3/17,38486608 ,98982060 ,75201536 ,174534802 ,13261160 ,11884307 ,265591,1138290,0.23,232596,42.25,63248,1504,196,3649,4560,6701105,12474,7164,25459,13280,167726,265591,9359907980,12974,448093
2015/3/18,38770725 ,99494355 ,74754849 ,174022507 ,13327470 ,12298447 ,269678,1141902,0.24,235270,41.63,63591,1526,206,3721,4262,6705367,12184,6926,26090,13270,169695,269678,9603266420,12841,446673
2015/3/19,39011099 ,100072060 ,74534005 ,173444801 ,13614879 ,12862318 ,276110,1144750,0.24,243184,42.94,61450,1434,123,3289,6061,6711428,12274,6980,24892,13416,174873,104004,4915588440,13257,446157
2015/3/20,38922595 ,99944090 ,74854713 ,178644107 ,12556219 ,12534755 ,274157,1151781,0.24,239419,38.73,50178,1305,111,3082,6268,6717696,12245,6964,24439,12789,173793,103157,6633113300,12699,440785
2015/3/21,39119905 ,99845064 ,75858294 ,177962353 ,12137678 ,11128214 ,270956,1157841,0.23,235375,37.79,51399,1373,127,3277,5944,6723640,11973,6579,24622,12155,161057,112565,3981500620,12300,434327
2015/3/22,39229641 ,99892094 ,77343946 ,177504411 ,12585669 ,11675985 ,266471,1162667,0.23,231625,43.74,60438,1392,129,3269,5133,6728773,11992,6773,25011,12856,164935,104001,4598880690,13134,430672
2015/3/23,39266332 ,99924392 ,76681248 ,178003953 ,10887170 ,11620107 ,260331,1163747,0.22,226378,36.88,49263,1335,122,2982,4650,6733423,11815,6729,23921,12077,159625,103236,4743679920,12716,429960
2015/3/24,39221973 ,100033076 ,76092389 ,176085248 ,11729390 ,12762778 ,262306,1164905,0.23,228658,34.79,47150,1351,121,3045,6374,6739797,11992,6859,24939,12545,164004,100945,4821121370,12897,431343
2015/3/25,39253279 ,100219767 ,76142415 ,177159092 ,11862207 ,11621205 ,277052,1168809,0.24,238354,41.35,55758,1346,131,3046,5386,6745183,11951,6680,25899,13193,168050,111441,4516579070,12677,430112
2015/3/26,39343655 ,100464473 ,76348800 ,177094917 ,12919883 ,12035290 ,274551,1170178,0.23,239087,42.89,58432,1373,135,3274,6189,6751372,12020,6752,25698,12819,170655,106351,4681483170,13103,429216
2015/3/27,39358604 ,100632171 ,77227525 ,176594621 ,12721921 ,12173335 ,273845,1170851,0.23,236848,40.18,54747,1372,142,3032,4743,6756115,12031,6760,25171,12333,169539,106823,4814282880,12912,427872
2015/3/28,39409047 ,100885234 ,76823245 ,177807397 ,12272845 ,11826865 ,261433,1167394,0.22,227827,41.12,54049,1324,121,3070,3879,6759994,11397,6372,23157,11117,163273,261433,8779434540,12384,426631
2015/3/29,39523160 ,101167164 ,76498248 ,179607362 ,14349692 ,12505613 ,259736,1163620,0.22,226625,48.95,67765,1399,123,3289,4181,6764175,11525,6506,23879,11981,162911,259736,9344199920,12522,426423
2015/3/30,39881275 ,101301250 ,75737885 ,180214049 ,13203509 ,12429670 ,257041,1160742,0.22,225219,44.73,60732,1367,104,3311,5261,6769436,11554,6543,22929,11321,160351,257041,9020091570,12569,426998
2015/3/31,40134650 ,101462212 ,76071017 ,178006587 ,11853535 ,12135426 ,253068,1157629,0.22,221966,39.27,52142,1324,124,3071,5285,6774721,11471,6524,23719,11701,157567,253068,9491491360,12315,427870
2015/4/1,40409430 ,101662937 ,79556419 ,180929477 ,14143266 ,12785355 ,252934,1156031,0.22,221176,49.89,65268,1306,116,3016,5138,6779859,11124,6204,24616,12205,157336,98162,4481919450,11794,427392
2015/4/2,39658065 ,101913600 ,77892319 ,181537137 ,13040352 ,12061053 ,260792,1155772,0.23,222055,46.68,63902,1366,102,3188,6263,6786122,11491,6433,24942,12233,158708,260792,9081566260,12242,407022
2015/4/3,36829238 ,102200775 ,63282977 ,181604486 ,12649719 ,12368954 ,261900,1157955,0.23,227986,41.66,55559,1333,117,3137,6332,6792454,11348,6311,23652,11621,158496,105373,4492864690,11994,413539
2015/4/4,34333668 ,102243958 ,59077755 ,182402423 ,12743061 ,11869988 ,243052,1154457,0.21,208962,46.06,57091,1243,116,2937,5871,6798325,10952,6120,22574,11079,153346,243052,9093517650,8781,413343
2015/4/5,34416144 ,102377620 ,58995279 ,183067480 ,12420266 ,11271654 ,178172,1150655,0.15,146869,49.87,60928,1217,83,3006,3424,6801749,9881,5808,22289,10948,132541,178172,9137343580,11513,413333
2015/4/6,34450407 ,102661441 ,58961015 ,183910079 ,12202753 ,11518307 ,167646,1147475,0.15,136950,43.49,58182,1339,126,3518,3323,6805072,9702,5776,22398,10853,126574,167646,9131371090,11312,406872
2015/4/7,34435749 ,102844952 ,58975673 ,183718252 ,12470878 ,12096925 ,202751,1143287,0.18,172679,44.19,55021,1242,94,2965,4056,6809128,10297,5945,23959,11204,136419,202751,9183407740,11518,407189
2015/4/8,34491683 ,103237515 ,58919739 ,183220564 ,12762415 ,12279769 ,264614,1143547,0.23,233294,41.15,52083,1273,105,2994,8220,6817348,11414,6243,24420,12034,158215,109015,8781818860,11639,408202
2015/4/9,34468312 ,103652600 ,58943111 ,185005224 ,14362947 ,12719706 ,260197,1142838,0.23,225596,57.37,72954,1273,97,3053,7632,6824980,11640,6470,25150,12511,157645,104979,4913126250,12253,419916
2015/4/10,34595635 ,104027763 ,58815787 ,187047052 ,14892275 ,11935090 ,267798,1144349,0.23,232594,62.16,76893,1245,106,3005,7139,6832119,11795,6522,24286,11883,160209,267798,9269773150,12494,421492
2015/4/11,34986413 ,104258238 ,58425009 ,188130236 ,13249873 ,12020775 ,270621,1145289,0.24,237122,45.47,58883,1296,111,3081,9843,6841962,11796,6492,23787,11618,161002,270621,9490659300,12494,425673
2015/4/12,35065746 ,104600643 ,58682754 ,189374796 ,13832944 ,12228028 ,250720,1146965,0.22,210289,50.19,61735,1233,126,2945,8065,6850027,11222,6290,21316,10637,147621,250720,9585696220,12075,431527
2015/4/13,35155199 ,105077870 ,58530830 ,188899340 ,10981467 ,11070609 ,208677,1135581,0.18,179844,41.44,46639,1133,94,2779,12842,6862869,9802,5578,19493,9438,127728,208677,8728773340,10197,440610
2015/4/14,35247347 ,105539417 ,57740382 ,189255651 ,11379391 ,10636050 ,219232,1125210,0.19,194168,52.63,50044,960,66,2518,13798,6876667,9652,5426,20262,9735,129756,219232,8307673920,9791,450376
2015/4/15,35379399 ,106122517 ,58421637 ,189910045 ,12067909 ,10262844 ,241745,1116061,0.22,201724,52.01,51703,1012,65,2381,11521,6888188,9991,5574,21110,10225,133963,241745,7645668450,9779,463151
2015/4/16,35583176 ,107193854 ,58063288 ,189728427 ,12111181 ,11381659 ,249185,1112674,0.22,220957,48.66,49684,1040,84,2482,9587,6897775,10980,6083,23990,11664,145161,249185,9014611560,10864,473485
2015/4/17,35416270 ,106631834 ,58711366 ,190876880 ,13103314 ,12011835 ,266957,1125691,0.24,234402,46.72,51056,1092,98,2545,9888,6907663,11967,6634,25193,12691,160813,266957,9334916650,12735,473607
2015/4/18,35264503 ,106147106 ,58933524 ,193600567 ,15493341 ,13192453 ,281862,1130943,0.25,245639,49.32,57376,1160,113,2672,9567,6917230,12226,6687,26463,13226,164709,120051,4637784820,13122,475932
